Character,Transcription,Fanqie,Sixtuple,Reference
憧,tsyhowng,尺容,通開三平鍾昌,49
憧,draewngH,直絳,江開二去江澄,2144
䡴,tsyhowng,尺容,通開三平鍾昌,49
䡴,draewngH,直絳,江開二去江澄,2144
艟,tsyhowng,尺容,通開三平鍾昌,49
艟,draewngH,直絳,江開二去江澄,2144
褈,tsyhowng,尺容,通開三平鍾昌,49
褈,drjowng,直容,通開三平鍾澄,56
𠟍,tsyhowng,尺容,通開三平鍾昌,49
𠝤,tsyhowng,尺容,通開三平鍾昌,49
䂌,tsyhowng,尺容,通開三平鍾昌,49
容,yowng,餘封,通開三平鍾以,50
溶,yowng,餘封,通開三平鍾以,50
溶,yowngX,余隴,通開三上鍾以,1180
滽,yowng,餘封,通開三平鍾以,50
庸,yowng,餘封,通開三平鍾以,50
𦤘,yowng,餘封,通開三平鍾以,50
𧴄,yowng,餘封,通開三平鍾以,50
㺎,yowng,餘封,通開三平鍾以,50
𤛑,yowng,餘封,通開三平鍾以,50
墉,yowng,餘封,通開三平鍾以,50
鎔,yowng,餘封,通開三平鍾以,50
鏞,yowng,餘封,通開三平鍾以,50
銿,yowng,餘封,通開三平鍾以,50
鄘,yowng,餘封,通開三平鍾以,50
傭,yowng,餘封,通開三平鍾以,50
傭,trhjowng,丑凶,通開三平鍾徹,58
𪅟,yowng,餘封,通開三平鍾以,50
𤮇,yowng,餘封,通開三平鍾以,50
㼸,yowng,餘封,通開三平鍾以,50
鱅,yowng,餘封,通開三平鍾以,50
鱅,dzyowng,蜀庸,通開三平鍾常,64
蓉,yowng,餘封,通開三平鍾以,50
䗤,yowng,餘封,通開三平鍾以,50
傛,yowng,餘封,通開三平鍾以,50
傛,yowngX,余隴,通開三上鍾以,1180
褣,yowng,餘封,通開三平鍾以,50
搈,yowng,餘封,通開三平鍾以,50
瑢,yowng,餘封,通開三平鍾以,50
䈶,yowng,餘封,通開三平鍾以,50
嵱,yowng,餘封,通開三平鍾以,50
頌,yowng,餘封,通開三平鍾以,50
頌,zjowngH,似用,通開三去鍾邪,2125
㝐,yowng,餘封,通開三平鍾以,50
䡆,yowng,餘封,通開三平鍾以,50
㟾,yowng,餘封,通開三平鍾以,50
𨲟,yowng,餘封,通開三平鍾以,50
𪃾,yowng,餘封,通開三平鍾以,50
槦,yowng,餘封,通開三平鍾以,50
㣑,yowng,餘封,通開三平鍾以,50
𢧳,yowng,餘封,通開三平鍾以,50
封,pjowng,府容,通開三平鍾幫,51
封,pjowngH,方用,通開三去鍾幫,2128
𡉚,pjowng,府容,通開三平鍾幫,51
犎,pjowng,府容,通開三平鍾幫,51
葑,pjowng,府容,通開三平鍾幫,51
葑,pjowngH,方用,通開三去鍾幫,2128
崶,pjowng,府容,通開三平鍾幫,51
篈,pjowng,府容,通開三平鍾幫,51
㜂,pjowng,府容,通開三平鍾幫,51
胸,xjowng,許容,通開三平鍾曉,52
胷,xjowng,許容,通開三平鍾曉,52
凶,xjowng,許容,通開三平鍾曉,52
𣧑,xjowng,許容,通開三平鍾曉,52
恟,xjowng,許容,通開三平鍾曉,52
𧧗,xjowng,許容,通開三平鍾曉,52
訩,xjowng,許容,通開三平鍾曉,52
銎,xjowng,許容,通開三平鍾曉,52
銎,khjowng,曲恭,通開三平鍾溪,68
洶,xjowng,許容,通開三平鍾曉,52
洶,xjowngX,許拱,通開三上鍾曉,1185
兇,xjowng,許容,通開三平鍾曉,52
兇,xjowngX,許拱,通開三上鍾曉,1185
匈,xjowng,許容,通開三平鍾曉,52
顒,ngjowng,魚容,通開三平鍾疑,53
𩤛,ngjowng,魚容,通開三平鍾疑,53
鰅,ngjowng,魚容,通開三平鍾疑,53
鰅,ngju,虞俱,遇合三平虞疑,250
喁,ngjowng,魚容,通開三平鍾疑,53
邕,'jowng,於容,通開三平鍾影,54
雍,'jowng,於容,通開三平鍾影,54
雍,'jowngH,於用,通開三去鍾影,2130
噰,'jowng,於容,通開三平鍾影,54
嗈,'jowng,於容,通開三平鍾影,54
郺,'jowng,於容,通開三平鍾影,54
郺,'uwngX,烏孔,通開一上東影,1164
澭,'jowng,於容,通開三平鍾影,54
灉,'jowng,於容,通開三平鍾影,54
灉,'jowngH,於用,通開三去鍾影,2130
癰,'jowng,於容,通開三平鍾影,54
罋,'jowng,於容,通開三平鍾影,54
罋,'uwngH,烏貢,通開一去東影,2099
廱,'jowng,於容,通開三平鍾影,54
饔,'jowng,於容,通開三平鍾影,54
壅,'jowng,於容,通開三平鍾影,54
壅,'jowngX,於隴,通開三上鍾影,1174
雝,'jowng,於容,通開三平鍾影,54
𪄉,'jowng,於容,通開三平鍾影,54
㻾,'jowng,於容,通開三平鍾影,54
𧴗,'jowng,於容,通開三平鍾影,54
蕹,'jowng,於容,通開三平鍾影,54
濃,nrjowng,女容,通開三平鍾娘,55
醲,nrjowng,女容,通開三平鍾娘,55
𨑊,nrjowng,女容,通開三平鍾娘,55
𨑊,nuwngX,奴動,通開一上東泥,1165
𨑊,nraewngX,匿講,江開二上江娘,4001
襛,nrjowng,女容,通開三平鍾娘,55
襛,nyowng,而容,通開三平鍾日,62
穠,nrjowng,女容,通開三平鍾娘,55
穠,nyowng,而容,通開三平鍾日,62
檂,nrjowng,女容,通開三平鍾娘,55
𪒬,nrjowng,女容,通開三平鍾娘,55
𨲳,nrjowng,女容,通開三平鍾娘,55
重,drjowng,直容,通開三平鍾澄,56
重,drjowngX,直隴,通開三上鍾澄,1176
重,drjowngH,柱用,通開三去鍾澄,2136
緟,drjowng,直容,通開三平鍾澄,56
緟,drjowngH,柱用,通開三去鍾澄,2136
蝩,drjowng,直容,通開三平鍾澄,56
䳯,drjowng,直容,通開三平鍾澄,56
從,dzjowng,疾容,通開三平鍾從,57
從,tshjowng,七恭,通開三平鍾清,67
從,dzjowngH,疾用,通開三去鍾從,2139
从,dzjowng,疾容,通開三平鍾從,57
𩀰,dzjowng,疾容,通開三平鍾從,57
𦟛,trhjowng,丑凶,通開三平鍾徹,58
𨙦,trhjowng,丑凶,通開三平鍾徹,58
䝑,trhjowng,丑凶,通開三平鍾徹,58
𨤩,trhjowng,丑凶,通開三平鍾徹,58
𪒒,trhjowng,丑凶,通開三平鍾徹,58
逢,bjowng,符容,通開三平鍾並,59
縫,bjowng,符容,通開三平鍾並,59
縫,bjowngH,扶用,通開三去鍾並,2126
夆,bjowng,符容,通開三平鍾並,59
夆,hajH,胡蓋,蟹開一去泰匣,2427
漨,bjowng,符容,通開三平鍾並,59
䩼,bjowng,符容,通開三平鍾並,59
𥎌,bjowng,符容,通開三平鍾並,59
𥛝,bjowng,符容,通開三平鍾並,59
捀,bjowng,符容,通開三平鍾並,59
捀,bjowngH,扶用,通開三去鍾並,2126
峯,phjowng,敷容,通開三平鍾滂,60
峰,phjowng,敷容,通開三平鍾滂,60
鋒,phjowng,敷容,通開三平鍾滂,60
丰,phjowng,敷容,通開三平鍾滂,60
𡴀,phjowng,敷容,通開三平鍾滂,60
𢓱,phjowng,敷容,通開三平鍾滂,60
妦,phjowng,敷容,通開三平鍾滂,60
蠭,phjowng,敷容,通開三平鍾滂,60
𧒒,phjowng,敷容,通開三平鍾滂,60
桻,phjowng,敷容,通開三平鍾滂,60
㷭,phjowng,敷容,通開三平鍾滂,60
烽,phjowng,敷容,通開三平鍾滂,60
莑,phjowng,敷容,通開三平鍾滂,60
仹,phjowng,敷容,通開三平鍾滂,60
㸼,phjowng,敷容,通開三平鍾滂,60
縱,tsjowng,即容,通開三平鍾精,61
縱,tsjowngH,子用,通開三去鍾精,2132
𣯨,tsjowng,即容,通開三平鍾精,61
蹤,tsjowng,即容,通開三平鍾精,61
䡮,tsjowng,即容,通開三平鍾精,61
樅,tsjowng,即容,通開三平鍾精,61
樅,tshjowng,七恭,通開三平鍾清,67
磫,tsjowng,即容,通開三平鍾精,61
熧,tsjowng,即容,通開三平鍾精,61
𧺣,tsjowng,即容,通開三平鍾精,61
𧺣,tshjowng,七恭,通開三平鍾清,67
茸,nyowng,而容,通開三平鍾日,62
䩸,nyowng,而容,通開三平鍾日,62
䩸,nyowngH,而用,通開三去鍾日,2134
髶,nyowng,而容,通開三平鍾日,62
髶,nyijH,而至,止開三去脂日,2226
䇯,nyowng,而容,通開三平鍾日,62
搑,nyowng,而容,通開三平鍾日,62
搑,nyowngX,而隴,通開三上鍾日,1175
𥎂,nyowng,而容,通開三平鍾日,62
榵,nyowng,而容,通開三平鍾日,62
穁,nyowng,而容,通開三平鍾日,62
穁,nyowngX,而隴,通開三上鍾日,1175
蛩,gjowng,渠容,通開三平鍾群,63
邛,gjowng,渠容,通開三平鍾群,63
舼,gjowng,渠容,通開三平鍾群,63
𦨰,gjowng,渠容,通開三平鍾群,63
輁,gjowng,渠容,通開三平鍾群,63
輁,kjowngX,居悚,通開三上鍾見,1183
𦭭,gjowng,渠容,通開三平鍾群,63
䂬,gjowng,渠容,通開三平鍾群,63
䂬,kjowngX,居悚,通開三上鍾見,1183
蛬,gjowng,渠容,通開三平鍾群,63
蛬,kjowngX,居悚,通開三上鍾見,1183
𠌖,gjowng,渠容,通開三平鍾群,63
𩬰,gjowng,渠容,通開三平鍾群,63
桏,gjowng,渠容,通開三平鍾群,63
䅃,gjowng,渠容,通開三平鍾群,63
䅃,gjowngX,渠隴,通開三上鍾群,1189
𤤶,gjowng,渠容,通開三平鍾群,63
𩢽,gjowng,渠容,通開三平鍾群,63
筇,gjowng,渠容,通開三平鍾群,63
慵,dzyowng,蜀庸,通開三平鍾常,64
𩌨,dzyowng,蜀庸,通開三平鍾常,64
恭,kjowng,九容,通開三平鍾見,65
龔,kjowng,九容,通開三平鍾見,65
供,kjowng,九容,通開三平鍾見,65
供,kjowngH,居用,通開三去鍾見,2129
珙,kjowng,九容,通開三平鍾見,65
珙,kjowngX,居悚,通開三上鍾見,1183
共,kjowng,九容,通開三平鍾見,65
共,gjowngH,渠用,通開三去鍾群,2127
廾,kjowng,九容,通開三平鍾見,65
廾,kjowngX,居悚,通開三上鍾見,1183
䢼,kjowng,九容,通開三平鍾見,65
𤱨,kjowng,九容,通開三平鍾見,65
髸,kjowng,九容,通開三平鍾見,65
䳍,kjowng,九容,通開三平鍾見,65
蜙,sjowng,息恭,通開三平鍾心,66
凇,sjowng,息恭,通開三平鍾心,66
凇,suwngH,蘇弄,通開一去東心,2092
倯,sjowng,息恭,通開三平鍾心,66
𢔋,sjowng,息恭,通開三平鍾心,66
鏦,tshjowng,七恭,通開三平鍾清,67
鏦,tsrhaewng,楚江,江開二平江初,72
暰,tshjowng,七恭,通開三平鍾清,67
瑽,tshjowng,七恭,通開三平鍾清,67
摐,tshjowng,七恭,通開三平鍾清,67
摐,tsrhaewng,楚江,江開二平江初,72
䐫,tshjowng,七恭,通開三平鍾清,67
𥡬,tshjowng,七恭,通開三平鍾清,67
𨑪,tshjowng,七恭,通開三平鍾清,67
江,kaewng,古雙,江開二平江見,69
扛,kaewng,古雙,江開二平江見,69
杠,kaewng,古雙,江開二平江見,69
茳,kaewng,古雙,江開二平江見,69
矼,kaewng,古雙,江開二平江見,69
豇,kaewng,古雙,江開二平江見,69
肛,kaewng,古雙,江開二平江見,69
肛,xaewng,許江,江開二平江曉,79
䜫,kaewng,古雙,江開二平江見,69
厖,maewng,莫江,江開二平江明,70
駹,maewng,莫江,江開二平江明,70
狵,maewng,莫江,江開二平江明,70
尨,maewng,莫江,江開二平江明,70
浝,maewng,莫江,江開二平江明,70
哤,maewng,莫江,江開二平江明,70
牻,maewng,莫江,江開二平江明,70
娏,maewng,莫江,江開二平江明,70
䵨,maewng,莫江,江開二平江明,70
㟌,maewng,莫江,江開二平江明,70
蛖,maewng,莫江,江開二平江明,70
𥆙,maewng,莫江,江開二平江明,70
痝,maewng,莫江,江開二平江明,70
𠈵,maewng,莫江,江開二平江明,70
𠈵,maewngX,武項,江開二上江明,1196
𦗳,nraewng,女江,江開二平江娘,71
𣰊,nraewng,女江,江開二平江娘,71
鬞,nraewng,女江,江開二平江娘,71
䁸,nraewng,女江,江開二平江娘,71
𪆯,nraewng,女江,江開二平江娘,71
窗,tsrhaewng,楚江,江開二平江初,72
囪,tsrhaewng,楚江,江開二平江初,72
牎,tsrhaewng,楚江,江開二平江初,72
窓,tsrhaewng,楚江,江開二平江初,72
䎫,tsrhaewng,楚江,江開二平江初,72
䎫,tsrhaewngH,楚絳,江開二去江初,2148
𥍷,tsrhaewng,楚江,江開二平江初,72
邦,paewng,博江,江開二平江幫,73
𤰫,paewng,博江,江開二平江幫,73
梆,paewng,博江,江開二平江幫,73
垹,paewng,博江,江開二平江幫,73
栙,haewng,下江,江開二平江匣,74
䜶,haewng,下江,江開二平江匣,74
降,haewng,下江,江開二平江匣,74
降,kaewngH,古巷,江開二去江見,2141
缸,haewng,下江,江開二平江匣,74
缸,kang,古郎,宕開一平唐見,841
缻,haewng,下江,江開二平江匣,74
夅,haewng,下江,江開二平江匣,74
跭,haewng,下江,江開二平江匣,74
胮,phaewng,匹江,江開二平江滂,75
胮,baewng,薄江,江開二平江並,78
𤵸,phaewng,匹江,江開二平江滂,75
𩐨,phaewng,匹江,江開二平江滂,75
𩐨,baewng,薄江,江開二平江並,78
𪔔,phaewng,匹江,江開二平江滂,75
𪐿,phaewng,匹江,江開二平江滂,75
雙,sraewng,所江,江開二平江生,77
艭,sraewng,所江,江開二平江生,77
䉶,sraewng,所江,江開二平江生,77
𢥠,sraewng,所江,江開二平江生,77
䝄,sraewng,所江,江開二平江生,77
𨇯,sraewng,所江,江開二平江生,77
龐,baewng,薄江,江開二平江並,78
逄,baewng,薄江,江開二平江並,78
舽,baewng,薄江,江開二平江並,78
啌,xaewng,許江,江開二平江曉,79
舡,xaewng,許江,江開二平江曉,79
𨋪,xaewng,許江,江開二平江曉,79
夯,xaewng,許江,江開二平江曉,79
夯,bwonX,蒲本,臻合一上魂並,1543
胦,'aewng,握江,江開二平江影,80
胦,'jang,於良,宕開三平陽影,832
腔,khaewng,苦江,江開二平江溪,81
𤟄,khaewng,苦江,江開二平江溪,81
羫,khaewng,苦江,江開二平江溪,81
控,khaewng,苦江,江開二平江溪,81
控,khuwngH,苦貢,通開一去東溪,2097
跫,khaewng,苦江,江開二平江溪,81
𩩝,khaewng,苦江,江開二平江溪,81
㾤,khaewng,苦江,江開二平江溪,81
㼹,khaewng,苦江,江開二平江溪,81
㼹,khang,苦岡,宕開一平唐溪,843
幢,draewng,宅江,江開二平江澄,82
幢,draewngH,直絳,江開二去江澄,2144
撞,draewng,宅江,江開二平江澄,82
撞,draewngH,直絳,江開二去江澄,2144
𣃘,draewng,宅江,江開二平江澄,82
𣃘,tring,陟陵,曾開三平蒸知,958
𣃘,trhjenX,丑善,山開三上仙徹,1658
噇,draewng,宅江,江開二平江澄,82
𩪘,draewng,宅江,江開二平江澄,82
䚎,trhaewng,丑江,江開二平江徹,83
䚎,trhaewngH,丑絳,江開二去江徹,2145
𥡟,trhaewng,丑江,江開二平江徹,83
䄝,trhaewng,丑江,江開二平江徹,83
𧜧,trhaewng,丑江,江開二平江徹,83
樁,traewng,都江,江開二平江知,84
𣻛,traewng,都江,江開二平江知,84
𩞐,dzraewng,士江,江開二平江崇,86
支,tsye,章移,止開三平支章,87
𥾣,tsye,章移,止開三平支章,87
只,tsye,章移,止開三平支章,87
只,tsyeX,諸氏,止開三上支章,1200
汥,tsye,章移,止開三平支章,87
汥,gjie,巨支,止開三平支群,105
汥,gjeH,奇寄,止開三去支群,2165
㲍,tsye,章移,止開三平支章,87
卮,tsye,章移,止開三平支章,87
巵,tsye,章移,止開三平支章,87
梔,tsye,章移,止開三平支章,87
衹,tsye,章移,止開三平支章,87
衹,gjie,巨支,止開三平支群,105
枝,tsye,章移,止開三平支章,87
㽻,tsye,章移,止開三平支章,87
衼,tsye,章移,止開三平支章,87
肢,tsye,章移,止開三平支章,87
胑,tsye,章移,止開三平支章,87
𨈛,tsye,章移,止開三平支章,87
禔,tsye,章移,止開三平支章,87
禔,dzye,是支,止開三平支常,110
禔,dej,杜奚,蟹開四平齊定,301
馶,tsye,章移,止開三平支章,87
馶,gjie,巨支,止開三平支群,105
馶,syeH,施智,止開三去支書,2178
馶,kjieH,居企,止開三去支見,2186
氏,tsye,章移,止開三平支章,87
氏,tsjeng,子盈,梗開三平清精,910
氏,dzyeX,承紙,止開三上支常,1201
疻,tsye,章移,止開三平支章,87
疻,tsyij,旨夷,止開三平脂章,144
㩼,tsye,章移,止開三平支章,87
鳷,tsye,章移,止開三平支章,87
䧴,tsye,章移,止開三平支章,87
䧴,syeH,施智,止開三去支書,2178
觶,tsye,章移,止開三平支章,87
觶,tsyeH,支義,止開三去支章,2150
榰,tsye,章移,止開三平支章,87
㯄,tsye,章移,止開三平支章,87
𪂅,tsye,章移,止開三平支章,87
𧌔,tsye,章移,止開三平支章,87
眵,tsye,章移,止開三平支章,87
眵,tsyhe,叱支,止開三平支昌,139
䡋,tsye,章移,止開三平支章,87
𩍲,tsye,章移,止開三平支章,87
移,ye,弋支,止開三平支以,88
䄬,ye,弋支,止開三平支以,88
迻,ye,弋支,止開三平支以,88
𠩗,ye,弋支,止開三平支以,88
杝,ye,弋支,止開三平支以,88
杝,drjeX,池爾,止開三上支澄,1220
鉹,ye,弋支,止開三平支以,88
鉹,tsyheX,尺氏,止開三上支昌,1229
袲,ye,弋支,止開三平支以,88
袲,tsyheX,尺氏,止開三上支昌,1229
袲,naX,奴可,果開一上歌泥,1739
箷,ye,弋支,止開三平支以,88
𥠥,ye,弋支,止開三平支以,88
㥴,ye,弋支,止開三平支以,88
㥴,yeX,移爾,止開三上支以,1222
詑,ye,弋支,止開三平支以,88
詑,xjie,香支,止開三平支曉,129
詑,da,徒河,果開一平歌定,729
詑,thwa,土禾,果合一平戈透,748
詑,daX,徒可,果開一上歌定,1735
簃,ye,弋支,止開三平支以,88
簃,drje,直離,止開三平支澄,126
䔟,ye,弋支,止開三平支以,88
熪,ye,弋支,止開三平支以,88
扅,ye,弋支,止開三平支以,88
衪,ye,弋支,止開三平支以,88
衪,yeX,移爾,止開三上支以,1222
暆,ye,弋支,止開三平支以,88
迆,ye,弋支,止開三平支以,88
迆,yeX,移爾,止開三上支以,1222
迤,ye,弋支,止開三平支以,88
𤝻,ye,弋支,止開三平支以,88
栘,ye,弋支,止開三平支以,88
栘,dzyej,成臡,蟹開四平齊常,320
歋,ye,弋支,止開三平支以,88
酏,ye,弋支,止開三平支以,88
酏,yeX,移爾,止開三上支以,1222
匜,ye,弋支,止開三平支以,88
匜,yeX,移爾,止開三上支以,1222
拸,ye,弋支,止開三平支以,88
謻,ye,弋支,止開三平支以,88
𠗺,ye,弋支,止開三平支以,88
蛇,ye,弋支,止開三平支以,88
蛇,tha,託何,果開一平歌透,732
蛇,zyae,食遮,假開三平麻船,772
虵,ye,弋支,止開三平支以,88
虵,zyae,食遮,假開三平麻船,772
虵,yaeX,羊者,假開三上麻以,1766
螔,ye,弋支,止開三平支以,88
螔,sje,息移,止開三平支心,119
𠐀,ye,弋支,止開三平支以,88
𣣢,ye,弋支,止開三平支以,88
䬁,ye,弋支,止開三平支以,88
爲,hjwe,薳支,止合三平支云,89
爲,hjweH,于僞,止合三去支云,2157
為,hjwe,薳支,止合三平支云,89
潙,hjwe,薳支,止合三平支云,89
潙,kjwe,居爲,止合三平支見,90
䧦,hjwe,薳支,止合三平支云,89
䧦,xjwe,許爲,止合三平支曉,91
䧦,hjweX,韋委,止合三上支云,1216
鄬,hjwe,薳支,止合三平支云,89
鄬,hjweX,韋委,止合三上支云,1216
𩻟,hjwe,薳支,止合三平支云,89
𩻟,xjwe,許爲,止合三平支曉,91
嬀,kjwe,居爲,止合三平支見,90
媯,kjwe,居爲,止合三平支見,90
溈,kjwe,居爲,止合三平支見,90
𪎮,xjwe,許爲,止合三平支曉,91
麾,xjwe,許爲,止合三平支曉,91
噅,xjwe,許爲,止合三平支曉,91
撝,xjwe,許爲,止合三平支曉,91
逶,'jwe,於爲,止合三平支影,92
𣨙,'jwe,於爲,止合三平支影,92
𣨙,'jweH,於僞,止合三去支影,2181
萎,'jwe,於爲,止合三平支影,92
萎,'jweH,於僞,止合三去支影,2181
㮃,'jwe,於爲,止合三平支影,92
覣,'jwe,於爲,止合三平支影,92
痿,'jwe,於爲,止合三平支影,92
痿,nywe,人垂,止合三平支日,132
蜲,'jwe,於爲,止合三平支影,92
蜲,'jweX,於詭,止合三上支影,1206
倭,'jwe,於爲,止合三平支影,92
倭,'wa,烏禾,果合一平戈影,755
倭,'waX,烏果,果合一上戈影,1754
委,'jwe,於爲,止合三平支影,92
委,'jweX,於詭,止合三上支影,1206
䴧,'jwe,於爲,止合三平支影,92
蟡,'jwe,於爲,止合三平支影,92
蟡,kjweX,過委,止合三上支見,1208
糜,mje,靡爲,止開三平支明,93
縻,mje,靡爲,止開三平支明,93
㸏,mje,靡爲,止開三平支明,93
𪎕,mje,靡爲,止開三平支明,93
蘼,mje,靡爲,止開三平支明,93
蘼,mjeX,文彼,止開三上支明,1202
䊳,mje,靡爲,止開三平支明,93
𪎭,mje,靡爲,止開三平支明,93
𦗕,mje,靡爲,止開三平支明,93
𦗕,mij,武悲,止開三平脂明,170
𦗕,mjeX,文彼,止開三上支明,1202
醿,mje,靡爲,止開三平支明,93
隳,xjwie,許規,止合三平支曉,94
隓,xjwie,許規,止合三平支曉,94
墮,xjwie,許規,止合三平支曉,94
墮,dwaX,徒果,果合一上戈定,1748
墮,thwaX,他果,果合一上戈透,1749
眭,xjwie,許規,止合三平支曉,94
眭,sjwe,息爲,止合三平支心,127
眭,xjwij,許維,止合三平脂曉,177
眭,hwej,戸圭,蟹合四平齊匣,318
觿,xjwie,許規,止合三平支曉,94
觿,hwej,戸圭,蟹合四平齊匣,318
睢,xjwie,許規,止合三平支曉,94
睢,swij,息遺,止合三平脂心,168
睢,xjwij,許維,止合三平脂曉,177
睢,xjwijH,香季,止合三去脂曉,2234
䜐,xjwie,許規,止合三平支曉,94
鑴,xjwie,許規,止合三平支曉,94
鑴,hwej,戸圭,蟹合四平齊匣,318
蘳,xjwie,許規,止合三平支曉,94
蘳,hwaeX,胡瓦,假合二上麻匣,1784
鬌,drjwe,直垂,止合三平支澄,95
鬌,twaX,丁果,果合一上戈端,1746
鬌,dwaX,徒果,果合一上戈定,1748
錘,drjwe,直垂,止合三平支澄,95
錘,drjweH,馳僞,止合三去支澄,2173
甀,drjwe,直垂,止合三平支澄,95
甀,drjweH,馳僞,止合三去支澄,2173
垂,dzywe,是爲,止合三平支常,96
埀,dzywe,是爲,止合三平支常,96
陲,dzywe,是爲,止合三平支常,96
倕,dzywe,是爲,止合三平支常,96
𦈼,dzywe,是爲,止合三平支常,96
𨿠,dzywe,是爲,止合三平支常,96
𨿠,dzyweH,是僞,止合三去支常,2185
